date,city,price
1994-06-01,TX-Dallas,
1994-06-01,WA-Seattle,71.97
1994-06-01,Composite-10,77.04
1994-06-01,Composite-20,
1994-06-01,National-US,79.72
1994-07-01,AZ-Phoenix,73.0
1994-07-01,CA-Los Angeles,76.95
1994-07-01,CA-San Diego,75.1
1994-07-01,CA-San Francisco,68.38
1994-07-01,CO-Denver,66.3
1994-07-01,DC-Washington,90.77
1994-07-01,FL-Miami,85.63
1994-07-01,FL-Tampa,84.72
1994-07-01,GA-Atlanta,76.6
1994-07-01,IL-Chicago,81.19
1994-07-01,MA-Boston,68.84
1994-07-01,MI-Detroit,66.62
1994-07-01,MN-Minneapolis,72.89
1994-07-01,NC-Charlotte,78.91
1994-07-01,NV-Las Vegas,86.45
1994-07-01,NY-New York,78.78
1994-07-01,OH-Cleveland,80.46
1994-07-01,OR-Portland,74.91
1994-07-01,TX-Dallas,
1994-07-01,WA-Seattle,72.12
1994-07-01,Composite-10,77.4
1994-07-01,Composite-20,
1994-07-01,National-US,80.08
1994-08-01,AZ-Phoenix,73.53
1994-08-01,CA-Los Angeles,77.25
1994-08-01,CA-San Diego,74.75
1994-08-01,CA-San Francisco,68.4
1994-08-01,CO-Denver,66.71
1994-08-01,DC-Washington,90.73
1994-08-01,FL-Miami,86.11
1994-08-01,FL-Tampa,85.25
1994-08-01,GA-Atlanta,76.88
1994-08-01,IL-Chicago,81.61
1994-08-01,MA-Boston,69.27
1994-08-01,MI-Detroit,67.15
1994-08-01,MN-Minneapolis,73.08
1994-08-01,NC-Charlotte,79.52
1994-08-01,NV-Las Vegas,86.37
1994-08-01,NY-New York,79.08
1994-08-01,OH-Cleveland,80.68
1994-08-01,OR-Portland,75.44
1994-08-01,TX-Dallas,
1994-08-01,WA-Seattle,71.93
1994-08-01,Composite-10,77.64
1994-08-01,Composite-20,
1994-08-01,National-US,80.33
1994-09-01,AZ-Phoenix,74.06
1994-09-01,CA-Los Angeles,77.13
1994-09-01,CA-San Diego,74.23
1994-09-01,CA-San Francisco,68.21
1994-09-01,CO-Denver,66.81
1994-09-01,DC-Washington,90.52
1994-09-01,FL-Miami,86.3
1994-09-01,FL-Tampa,85.4
1994-09-01,GA-Atlanta,76.95
1994-09-01,IL-Chicago,81.68
1994-09-01,MA-Boston,69.25
1994-09-01,MI-Detroit,67.48
1994-09-01,MN-Minneapolis,73.12
1994-09-01,NC-Charlotte,79.84
1994-09-01,NV-Las Vegas,86.54
1994-09-01,NY-New York,79.08
1994-09-01,OH-Cleveland,80.8
1994-09-01,OR-Portland,75.87
1994-09-01,TX-Dallas,
1994-09-01,WA-Seattle,71.93
1994-09-01,Composite-10,77.57
1994-09-01,Composite-20,
1994-09-01,National-US,80.35
1994-10-01,AZ-Phoenix,74.26
1994-10-01,CA-Los Angeles,77.07
1994-10-01,CA-San Diego,73.99
1994-10-01,CA-San Francisco,68.17
1994-10-01,CO-Denver,67.03
1994-10-01,DC-Washington,90.33
1994-10-01,FL-Miami,86.47
1994-10-01,FL-Tampa,85.1
1994-10-01,GA-Atlanta,77.25
1994-10-01,IL-Chicago,81.89
1994-10-01,MA-Boston,69.21
1994-10-01,MI-Detroit,67.65
1994-10-01,MN-Minneapolis,73.17
1994-10-01,NC-Charlotte,79.87
1994-10-01,NV-Las Vegas,86.69
1994-10-01,NY-New York,78.87
1994-10-01,OH-Cleveland,81.03
1994-10-01,OR-Portland,75.99
1994-10-01,TX-Dallas,
1994-10-01,WA-Seattle,72.01
1994-10-01,Composite-10,77.5
1994-10-01,Composite-20,
1994-10-01,National-US,80.32
1994-11-01,AZ-Phoenix,74.46
1994-11-01,CA-Los Angeles,76.59
1994-11-01,CA-San Diego,73.6
1994-11-01,CA-San Francisco,68.04
1994-11-01,CO-Denver,67.16
1994-11-01,DC-Washington,90.18
1994-11-01,FL-Miami,86.69
1994-11-01,FL-Tampa,85.01
1994-11-01,GA-Atlanta,77.56
1994-11-01,IL-Chicago,81.76
1994-11-01,MA-Boston,68.88
1994-11-01,MI-Detroit,67.66
1994-11-01,MN-Minneapolis,73.22
1994-11-01,NC-Charlotte,79.7
1994-11-01,NV-Las Vegas,86.77
1994-11-01,NY-New York,78.5
1994-11-01,OH-Cleveland,81.32
1994-11-01,OR-Portland,76.21
1994-11-01,TX-Dallas,
1994-11-01,WA-Seattle,71.99
1994-11-01,Composite-10,77.23
1994-11-01,Composite-20,
1994-11-01,National-US,80.18
1994-12-01,AZ-Phoenix,74.79
1994-12-01,CA-Los Angeles,76.07
1994-12-01,CA-San Diego,73.02
1994-12-01,CA-San Francisco,67.93
1994-12-01,CO-Denver,67.4
1994-12-01,DC-Washington,89.76
1994-12-01,FL-Miami,87.01
1994-12-01,FL-Tampa,85.25
1994-12-01,GA-Atlanta,77.95
1994-12-01,IL-Chicago,81.66
1994-12-01,MA-Boston,68.48
1994-12-01,MI-Detroit,67.94
1994-12-01,MN-Minneapolis,72.85
1994-12-01,NC-Charlotte,80.03
1994-12-01,NV-Las Vegas,87.17
1994-12-01,NY-New York,78.36
1994-12-01,OH-Cleveland,81.13
1994-12-01,OR-Portland,76.19
1994-12-01,TX-Dallas,
1994-12-01,WA-Seattle,71.73
1994-12-01,Composite-10,76.99
1994-12-01,Composite-20,
1994-12-01,National-US,80.09
1995-01-01,AZ-Phoenix,75.11
1995-01-01,CA-Los Angeles,75.91
1995-01-01,CA-San Diego,72.58
1995-01-01,CA-San Francisco,67.73
1995-01-01,CO-Denver,67.59
1995-01-01,DC-Washington,89.27
1995-01-01,FL-Miami,87.02
1995-01-01,FL-Tampa,85.78
1995-01-01,GA-Atlanta,78.16
1995-01-01,IL-Chicago,81.38
1995-01-01,MA-Boston,68.3
1995-01-01,MI-Detroit,68.72
1995-01-01,MN-Minneapolis,72.96
1995-01-01,NC-Charlotte,80.47
1995-01-01,NV-Las Vegas,87.04
1995-01-01,NY-New York,78.28
1995-01-01,OH-Cleveland,81.12
1995-01-01,OR-Portland,76.79
1995-01-01,TX-Dallas,
1995-01-01,WA-Seattle,71.72
1995-01-01,Composite-10,76.82
1995-01-01,Composite-20,
1995-01-01,National-US,80.04
1995-02-01,AZ-Phoenix,75.37
1995-02-01,CA-Los Angeles,75.36
1995-02-01,CA-San Diego,72.53
1995-02-01,CA-San Francisco,67.4
1995-02-01,CO-Denver,67.82
1995-02-01,DC-Washington,88.96
1995-02-01,FL-Miami,86.64
1995-02-01,FL-Tampa,85.53
1995-02-01,GA-Atlanta,78.26
1995-02-01,IL-Chicago,81.61
1995-02-01,MA-Boston,68.19
1995-02-01,MI-Detroit,70.47
1995-02-01,MN-Minneapolis,73.61
1995-02-01,NC-Charlotte,80.94
1995-02-01,NV-Las Vegas,87.34
1995-02-01,NY-New York,78.29
1995-02-01,OH-Cleveland,80.75
1995-02-01,OR-Portland,77.06
1995-02-01,TX-Dallas,
1995-02-01,WA-Seattle,71.2
1995-02-01,Composite-10,76.64
1995-02-01,Composite-20,
1995-02-01,National-US,80.01
1995-03-01,AZ-Phoenix,75.52
1995-03-01,CA-Los Angeles,74.99
1995-03-01,CA-San Diego,72.41
1995-03-01,CA-San Francisco,66.79
1995-03-01,CO-Denver,68.22
1995-03-01,DC-Washington,88.62
1995-03-01,FL-Miami,86.3
1995-03-01,FL-Tampa,85.5
1995-03-01,GA-Atlanta,78.32
1995-03-01,IL-Chicago,81.8
1995-03-01,MA-Boston,68.31
1995-03-01,MI-Detroit,70.25
1995-03-01,MN-Minneapolis,74.59
1995-03-01,NC-Charlotte,81.1
1995-03-01,NV-Las Vegas,87.39
1995-03-01,NY-New York,77.95
1995-03-01,OH-Cleveland,81.03
1995-03-01,OR-Portland,77.9
1995-03-01,TX-Dallas,
1995-03-01,WA-Seattle,71.44
1995-03-01,Composite-10,76.38
1995-03-01,Composite-20,
1995-03-01,National-US,80.1
1995-04-01,AZ-Phoenix,75.8
1995-04-01,CA-Los Angeles,74.78
1995-04-01,CA-San Diego,72.59
1995-04-01,CA-San Francisco,67.08
1995-04-01,CO-Denver,68.6
1995-04-01,DC-Washington,88.66
1995-04-01,FL-Miami,86.47
1995-04-01,FL-Tampa,85.51
1995-04-01,GA-Atlanta,78.4
1995-04-01,IL-Chicago,81.9
1995-04-01,MA-Boston,68.23
1995-04-01,MI-Detroit,69.82
1995-04-01,MN-Minneapolis,75.07
1995-04-01,NC-Charlotte,81.5
1995-04-01,NV-Las Vegas,87.99
1995-04-01,NY-New York,77.77
1995-04-01,OH-Cleveland,81.89
1995-04-01,OR-Portland,78.06
1995-04-01,TX-Dallas,
1995-04-01,WA-Seattle,71.28
1995-04-01,Composite-10,76.36
1995-04-01,Composite-20,
1995-04-01,National-US,80.4
1995-05-01,AZ-Phoenix,76.16
1995-05-01,CA-Los Angeles,74.92
1995-05-01,CA-San Diego,72.62
1995-05-01,CA-San Francisco,67.31
1995-05-01,CO-Denver,69.2
1995-05-01,DC-Washington,88.91
1995-05-01,FL-Miami,86.67
1995-05-01,FL-Tampa,85.74
1995-05-01,GA-Atlanta,78.55
1995-05-01,IL-Chicago,82.13
1995-05-01,MA-Boston,68.79
1995-05-01,MI-Detroit,70.05
1995-05-01,MN-Minneapolis,75.31
1995-05-01,NC-Charlotte,81.89
1995-05-01,NV-Las Vegas,88.04
1995-05-01,NY-New York,78.03
1995-05-01,OH-Cleveland,82.63
1995-05-01,OR-Portland,78.52
1995-05-01,TX-Dallas,
1995-05-01,WA-Seattle,71.88
1995-05-01,Composite-10,76.6
1995-05-01,Composite-20,
1995-05-01,National-US,80.72
1995-06-01,AZ-Phoenix,76.82
1995-06-01,CA-Los Angeles,74.88
1995-06-01,CA-San Diego,72.48
1995-06-01,CA-San Francisco,67.5
1995-06-01,CO-Denver,69.63
1995-06-01,DC-Washington,89.06
1995-06-01,FL-Miami,86.98
1995-06-01,FL-Tampa,86.43
1995-06-01,GA-Atlanta,78.76
1995-06-01,IL-Chicago,82.82
1995-06-01,MA-Boston,69.75
1995-06-01,MI-Detroit,70.6
1995-06-01,MN-Minneapolis,75.56
1995-06-01,NC-Charlotte,82.53
1995-06-01,NV-Las Vegas,88.03
1995-06-01,NY-New York,78.58
1995-06-01,OH-Cleveland,83.7
1995-06-01,OR-Portland,79.5
1995-06-01,TX-Dallas,
1995-06-01,WA-Seattle,72.01
1995-06-01,Composite-10,76.94
1995-06-01,Composite-20,
1995-06-01,National-US,81.09
1995-07-01,AZ-Phoenix,77.26
1995-07-01,CA-Los Angeles,75.06
1995-07-01,CA-San Diego,72.63
1995-07-01,CA-San Francisco,67.72
1995-07-01,CO-Denver,70.18
1995-07-01,DC-Washington,89.16
1995-07-01,FL-Miami,86.96
1995-07-01,FL-Tampa,86.67
1995-07-01,GA-Atlanta,79.14
1995-07-01,IL-Chicago,83.38
1995-07-01,MA-Boston,70.44
1995-07-01,MI-Detroit,71.15
1995-07-01,MN-Minneapolis,76.05
1995-07-01,NC-Charlotte,83.22
1995-07-01,NV-Las Vegas,88.1
1995-07-01,NY-New York,78.99
1995-07-01,OH-Cleveland,83.71
1995-07-01,OR-Portland,80.25
1995-07-01,TX-Dallas,
1995-07-01,WA-Seattle,72.62
1995-07-01,Composite-10,77.26
1995-07-01,Composite-20,
1995-07-01,National-US,81.44
1995-08-01,AZ-Phoenix,77.71
1995-08-01,CA-Los Angeles,75.11
1995-08-01,CA-San Diego,72.72
1995-08-01,CA-San Francisco,67.78
1995-08-01,CO-Denver,70.58
1995-08-01,DC-Washington,89.35
1995-08-01,FL-Miami,87.39
1995-08-01,FL-Tampa,87.12
1995-08-01,GA-Atlanta,79.57
1995-08-01,IL-Chicago,83.79
1995-08-01,MA-Boston,71.04
1995-08-01,MI-Detroit,71.76
1995-08-01,MN-Minneapolis,76.42
1995-08-01,NC-Charlotte,83.83
1995-08-01,NV-Las Vegas,88.6
1995-08-01,NY-New York,79.17
1995-08-01,OH-Cleveland,84.18
1995-08-01,OR-Portland,81.22
1995-08-01,TX-Dallas,
1995-08-01,WA-Seattle,72.88
1995-08-01,Composite-10,77.47
1995-08-01,Composite-20,
1995-08-01,National-US,81.68
1995-09-01,AZ-Phoenix,77.87
1995-09-01,CA-Los Angeles,74.87
1995-09-01,CA-San Diego,72.71
1995-09-01,CA-San Francisco,67.76
1995-09-01,CO-Denver,71.02
1995-09-01,DC-Washington,89.32
1995-09-01,FL-Miami,87.37
1995-09-01,FL-Tampa,87.24
1995-09-01,GA-Atlanta,79.9
1995-09-01,IL-Chicago,83.92
1995-09-01,MA-Boston,70.94
1995-09-01,MI-Detroit,72.4
1995-09-01,MN-Minneapolis,76.57
1995-09-01,NC-Charlotte,84.34
1995-09-01,NV-Las Vegas,88.96
1995-09-01,NY-New York,79.17
1995-09-01,OH-Cleveland,84.32
1995-09-01,OR-Portland,81.45
1995-09-01,TX-Dallas,
1995-09-01,WA-Seattle,73.02
1995-09-01,Composite-10,77.43
1995-09-01,Composite-20,
1995-09-01,National-US,81.76
1995-10-01,AZ-Phoenix,78.15
1995-10-01,CA-Los Angeles,74.6
1995-10-01,CA-San Diego,72.33
1995-10-01,CA-San Francisco,67.3
1995-10-01,CO-Denver,71.26
1995-10-01,DC-Washington,89.11
1995-10-01,FL-Miami,87.64
1995-10-01,FL-Tampa,87.38
1995-10-01,GA-Atlanta,80.1
1995-10-01,IL-Chicago,83.79
1995-10-01,MA-Boston,70.69
1995-10-01,MI-Detroit,72.75
1995-10-01,MN-Minneapolis,75.92
1995-10-01,NC-Charlotte,84.57
1995-10-01,NV-Las Vegas,89.21
1995-10-01,NY-New York,79.11
1995-10-01,OH-Cleveland,84.66
1995-10-01,OR-Portland,81.92
1995-10-01,TX-Dallas,
1995-10-01,WA-Seattle,73.1
1995-10-01,Composite-10,77.26
1995-10-01,Composite-20,
1995-10-01,National-US,81.75
1995-11-01,AZ-Phoenix,78.39
1995-11-01,CA-Los Angeles,74.13
1995-11-01,CA-San Diego,71.79
1995-11-01,CA-San Francisco,66.8
1995-11-01,CO-Denver,71.38
1995-11-01,DC-Washington,88.68
1995-11-01,FL-Miami,87.55
1995-11-01,FL-Tampa,87.41
1995-11-01,GA-Atlanta,80.18
1995-11-01,IL-Chicago,83.97
1995-11-01,MA-Boston,70.19
1995-11-01,MI-Detroit,73.11
1995-11-01,MN-Minneapolis,76.01
1995-11-01,NC-Charlotte,84.69
1995-11-01,NV-Las Vegas,89.15
1995-11-01,NY-New York,78.85
1995-11-01,OH-Cleveland,84.61
1995-11-01,OR-Portland,82.03
1995-11-01,TX-Dallas,
1995-11-01,WA-Seattle,72.92
1995-11-01,Composite-10,76.95
1995-11-01,Composite-20,
1995-11-01,National-US,81.66
1995-12-01,AZ-Phoenix,78.74
1995-12-01,CA-Los Angeles,73.6
1995-12-01,CA-San Diego,71.36
1995-12-01,CA-San Francisco,66.43
1995-12-01,CO-Denver,71.5
1995-12-01,DC-Washington,88.44
1995-12-01,FL-Miami,87.69
1995-12-01,FL-Tampa,87.13
1995-12-01,GA-Atlanta,80.38
1995-12-01,IL-Chicago,83.8
1995-12-01,MA-Boston,69.93
1995-12-01,MI-Detroit,73.2
1995-12-01,MN-Minneapolis,76.13
1995-12-01,NC-Charlotte,84.97
1995-12-01,NV-Las Vegas,89.04
1995-12-01,NY-New York,78.7
1995-12-01,OH-Cleveland,84.39
1995-12-01,OR-Portland,82.54
1995-12-01,TX-Dallas,
1995-12-01,WA-Seattle,72.83
1995-12-01,Composite-10,76.68
1995-12-01,Composite-20,
1995-12-01,National-US,81.54
1996-01-01,AZ-Phoenix,79.1
1996-01-01,CA-Los Angeles,73.39
1996-01-01,CA-San Diego,71.36
1996-01-01,CA-San Francisco,66.15
1996-01-01,CO-Denver,71.34
1996-01-01,DC-Washington,88.2
1996-01-01,FL-Miami,87.52
1996-01-01,FL-Tampa,87.04
1996-01-01,GA-Atlanta,80.7
1996-01-01,IL-Chicago,83.77
1996-01-01,MA-Boston,70.15
1996-01-01,MI-Detroit,73.33
1996-01-01,MN-Minneapolis,76.22
1996-01-01,NC-Charlotte,85.24
1996-01-01,NV-Las Vegas,88.91
1996-01-01,NY-New York,78.63
1996-01-01,OH-Cleveland,84.14
1996-01-01,OR-Portland,82.8
1996-01-01,TX-Dallas,
1996-01-01,WA-Seattle,72.35
1996-01-01,Composite-10,76.56
1996-01-01,Composite-20,
1996-01-01,National-US,81.46
1996-02-01,AZ-Phoenix,79.47
1996-02-01,CA-Los Angeles,73.1
1996-02-01,CA-San Diego,71.39
1996-02-01,CA-San Francisco,65.97
1996-02-01,CO-Denver,71.43
1996-02-01,DC-Washington,87.83
1996-02-01,FL-Miami,87.43
1996-02-01,FL-Tampa,87.08
1996-02-01,GA-Atlanta,80.97
1996-02-01,IL-Chicago,83.31
1996-02-01,MA-Boston,70.08
1996-02-01,MI-Detroit,73.82
1996-02-01,MN-Minneapolis,76.35
1996-02-01,NC-Charlotte,85.68
1996-02-01,NV-Las Vegas,89.25
1996-02-01,NY-New York,78.73
1996-02-01,OH-Cleveland,84.19
1996-02-01,OR-Portland,83.5
1996-02-01,TX-Dallas,
1996-02-01,WA-Seattle,72.45
1996-02-01,Composite-10,76.44
1996-02-01,Composite-20,
1996-02-01,National-US,81.43
1996-03-01,AZ-Phoenix,79.93
1996-03-01,CA-Los Angeles,73.07
1996-03-01,CA-San Diego,71.22
1996-03-01,CA-San Francisco,65.92
1996-03-01,CO-Denver,71.9
1996-03-01,DC-Washington,87.8
1996-03-01,FL-Miami,86.73
1996-03-01,FL-Tampa,87.58
1996-03-01,GA-Atlanta,81.1
1996-03-01,IL-Chicago,83.48
1996-03-01,MA-Boston,70.57
1996-03-01,MI-Detroit,74.2
1996-03-01,MN-Minneapolis,76.5
1996-03-01,NC-Charlotte,87.15
1996-03-01,NV-Las Vegas,89.13
1996-03-01,NY-New York,78.9
1996-03-01,OH-Cleveland,84.82
1996-03-01,OR-Portland,84.02
1996-03-01,TX-Dallas,
1996-03-01,WA-Seattle,73.21
1996-03-01,Composite-10,76.49
1996-03-01,Composite-20,
1996-03-01,National-US,81.7
1996-04-01,AZ-Phoenix,80.39
1996-04-01,CA-Los Angeles,73.35
1996-04-01,CA-San Diego,71.56
1996-04-01,CA-San Francisco,66.44
1996-04-01,CO-Denver,72.72
1996-04-01,DC-Washington,88.39
1996-04-01,FL-Miami,87.1
1996-04-01,FL-Tampa,87.75
1996-04-01,GA-Atlanta,81.49
1996-04-01,IL-Chicago,84.35
1996-04-01,MA-Boston,70.88
1996-04-01,MI-Detroit,74.99
1996-04-01,MN-Minneapolis,76.54
1996-04-01,NC-Charlotte,87.97
1996-04-01,NV-Las Vegas,89.59
1996-04-01,NY-New York,78.94
1996-04-01,OH-Cleveland,85.96
1996-04-01,OR-Portland,85.18
1996-04-01,TX-Dallas,
1996-04-01,WA-Seattle,73.71
1996-04-01,Composite-10,76.84
1996-04-01,Composite-20,
1996-04-01,National-US,82.15
1996-05-01,AZ-Phoenix,80.73
1996-05-01,CA-Los Angeles,73.88
1996-05-01,CA-San Diego,72.05
1996-05-01,CA-San Francisco,67.05
1996-05-01,CO-Denver,73.36
1996-05-01,DC-Washington,88.83
1996-05-01,FL-Miami,87.34
1996-05-01,FL-Tampa,87.79
1996-05-01,GA-Atlanta,81.85
1996-05-01,IL-Chicago,84.88
1996-05-01,MA-Boston,71.52
1996-05-01,MI-Detroit,75.72
1996-05-01,MN-Minneapolis,76.68
1996-05-01,NC-Charlotte,88.78
1996-05-01,NV-Las Vegas,89.77
1996-05-01,NY-New York,79.36
1996-05-01,OH-Cleveland,86.55
1996-05-01,OR-Portland,85.98
1996-05-01,TX-Dallas,
1996-05-01,WA-Seattle,74.25
1996-05-01,Composite-10,77.33
1996-05-01,Composite-20,
1996-05-01,National-US,82.63
1996-06-01,AZ-Phoenix,81.1
1996-06-01,CA-Los Angeles,74.52
1996-06-01,CA-San Diego,72.23
1996-06-01,CA-San Francisco,67.67
1996-06-01,CO-Denver,73.58
1996-06-01,DC-Washington,89.19
1996-06-01,FL-Miami,87.61
1996-06-01,FL-Tampa,87.9
1996-06-01,GA-Atlanta,82.26
1996-06-01,IL-Chicago,85.53
1996-06-01,MA-Boston,72.47
1996-06-01,MI-Detroit,76.53
1996-06-01,MN-Minneapolis,77.28
1996-06-01,NC-Charlotte,88.62
1996-06-01,NV-Las Vegas,90.26
1996-06-01,NY-New York,79.52
1996-06-01,OH-Cleveland,87.1
1996-06-01,OR-Portland,86.63
1996-06-01,TX-Dallas,
1996-06-01,WA-Seattle,74.63
1996-06-01,Composite-10,77.78
1996-06-01,Composite-20,
1996-06-01,National-US,83.08
1996-07-01,AZ-Phoenix,81.45
1996-07-01,CA-Los Angeles,74.71
1996-07-01,CA-San Diego,72.26
1996-07-01,CA-San Francisco,68.02
1996-07-01,CO-Denver,73.91
1996-07-01,DC-Washington,89.33
1996-07-01,FL-Miami,87.84
1996-07-01,FL-Tampa,87.89
1996-07-01,GA-Atlanta,82.3
1996-07-01,IL-Chicago,85.75
1996-07-01,MA-Boston,73.24
1996-07-01,MI-Detroit,77.29
1996-07-01,MN-Minneapolis,78.14
1996-07-01,NC-Charlotte,88.56
1996-07-01,NV-Las Vegas,90.43
1996-07-01,NY-New York,79.97
1996-07-01,OH-Cleveland,87.6
1996-07-01,OR-Portland,87.02
1996-07-01,TX-Dallas,
1996-07-01,WA-Seattle,74.68
1996-07-01,Composite-10,78.1
1996-07-01,Composite-20,
1996-07-01,National-US,83.45
1996-08-01,AZ-Phoenix,81.87
1996-08-01,CA-Los Angeles,74.9
1996-08-01,CA-San Diego,72.02
1996-08-01,CA-San Francisco,68.35
1996-08-01,CO-Denver,73.97
1996-08-01,DC-Washington,89.41
1996-08-01,FL-Miami,87.97
1996-08-01,FL-Tampa,88.2
1996-08-01,GA-Atlanta,82.61
1996-08-01,IL-Chicago,86.03
1996-08-01,MA-Boston,73.98
1996-08-01,MI-Detroit,77.97
1996-08-01,MN-Minneapolis,78.57
1996-08-01,NC-Charlotte,88.68
1996-08-01,NV-Las Vegas,90.37
1996-08-01,NY-New York,80.31
1996-08-01,OH-Cleveland,87.78
1996-08-01,OR-Portland,87.27
1996-08-01,TX-Dallas,
1996-08-01,WA-Seattle,75.01
1996-08-01,Composite-10,78.36
1996-08-01,Composite-20,
1996-08-01,National-US,83.68
1996-09-01,AZ-Phoenix,82.1
1996-09-01,CA-Los Angeles,74.69
1996-09-01,CA-San Diego,72.23
1996-09-01,CA-San Francisco,68.43
1996-09-01,CO-Denver,74.26
1996-09-01,DC-Washington,89.29
1996-09-01,FL-Miami,88.13
1996-09-01,FL-Tampa,88.1
1996-09-01,GA-Atlanta,82.93
1996-09-01,IL-Chicago,86.03
1996-09-01,MA-Boston,73.86
1996-09-01,MI-Detroit,78.51
1996-09-01,MN-Minneapolis,78.89
1996-09-01,NC-Charlotte,88.49
1996-09-01,NV-Las Vegas,90.1
1996-09-01,NY-New York,80.45
1996-09-01,OH-Cleveland,87.9
1996-09-01,OR-Portland,88.13
1996-09-01,TX-Dallas,
1996-09-01,WA-Seattle,74.68
1996-09-01,Composite-10,78.37
1996-09-01,Composite-20,
1996-09-01,National-US,83.74
1996-10-01,AZ-Phoenix,82.21
1996-10-01,CA-Los Angeles,74.7
1996-10-01,CA-San Diego,72.07
1996-10-01,CA-San Francisco,68.53
1996-10-01,CO-Denver,74.51
1996-10-01,DC-Washington,89.21
1996-10-01,FL-Miami,88.11
1996-10-01,FL-Tampa,88.46
1996-10-01,GA-Atlanta,83.14
1996-10-01,IL-Chicago,86.1
1996-10-01,MA-Boston,73.9
1996-10-01,MI-Detroit,78.98
1996-10-01,MN-Minneapolis,79.17
1996-10-01,NC-Charlotte,88.53
1996-10-01,NV-Las Vegas,89.88
1996-10-01,NY-New York,80.35
1996-10-01,OH-Cleveland,87.92
1996-10-01,OR-Portland,89.15
1996-10-01,TX-Dallas,
1996-10-01,WA-Seattle,74.95
1996-10-01,Composite-10,78.36
1996-10-01,Composite-20,
1996-10-01,National-US,83.66
1996-11-01,AZ-Phoenix,82.3
1996-11-01,CA-Los Angeles,74.5
1996-11-01,CA-San Diego,72.2
1996-11-01,CA-San Francisco,68.72
1996-11-01,CO-Denver,74.81
1996-11-01,DC-Washington,88.94
1996-11-01,FL-Miami,88.24
1996-11-01,FL-Tampa,88.37
1996-11-01,GA-Atlanta,83.36
1996-11-01,IL-Chicago,86.21
1996-11-01,MA-Boston,73.58
1996-11-01,MI-Detroit,79.24
1996-11-01,MN-Minneapolis,79.51
1996-11-01,NC-Charlotte,88.69
1996-11-01,NV-Las Vegas,89.58
1996-11-01,NY-New York,80.02
1996-11-01,OH-Cleveland,87.85
1996-11-01,OR-Portland,90.16
1996-11-01,TX-Dallas,
1996-11-01,WA-Seattle,74.67
1996-11-01,Composite-10,78.23
1996-11-01,Composite-20,
1996-11-01,National-US,83.59
1996-12-01,AZ-Phoenix,82.34
1996-12-01,CA-Los Angeles,74.15
1996-12-01,CA-San Diego,71.74
1996-12-01,CA-San Francisco,68.69
1996-12-01,CO-Denver,75.07
1996-12-01,DC-Washington,88.45
1996-12-01,FL-Miami,88.16
1996-12-01,FL-Tampa,88.76
1996-12-01,GA-Atlanta,83.33
1996-12-01,IL-Chicago,86.29
1996-12-01,MA-Boston,73.84
1996-12-01,MI-Detroit,79.19
1996-12-01,MN-Minneapolis,79.66
1996-12-01,NC-Charlotte,88.87
1996-12-01,NV-Las Vegas,90.01
1996-12-01,NY-New York,80.03
1996-12-01,OH-Cleveland,87.69
1996-12-01,OR-Portland,90.59
1996-12-01,TX-Dallas,
1996-12-01,WA-Seattle,74.7
1996-12-01,Composite-10,78.12
1996-12-01,Composite-20,
1996-12-01,National-US,83.52
1997-01-01,AZ-Phoenix,82.59
1997-01-01,CA-Los Angeles,73.91
1997-01-01,CA-San Diego,71.95
1997-01-01,CA-San Francisco,68.8
1997-01-01,CO-Denver,74.96
1997-01-01,DC-Washington,88.26
1997-01-01,FL-Miami,88.14
1997-01-01,FL-Tampa,88.52
1997-01-01,GA-Atlanta,83.54
1997-01-01,IL-Chicago,86.04
1997-01-01,MA-Boston,74.02
1997-01-01,MI-Detroit,79.1
1997-01-01,MN-Minneapolis,79.73
1997-01-01,NC-Charlotte,89.28
1997-01-01,NV-Las Vegas,90.49
1997-01-01,NY-New York,80.08
1997-01-01,OH-Cleveland,87.21
1997-01-01,OR-Portland,90.79
1997-01-01,TX-Dallas,
1997-01-01,WA-Seattle,74.84
1997-01-01,Composite-10,78.08
1997-01-01,Composite-20,
1997-01-01,National-US,83.56
1997-02-01,AZ-Phoenix,82.9
1997-02-01,CA-Los Angeles,73.54
1997-02-01,CA-San Diego,72.04
1997-02-01,CA-San Francisco,68.81
1997-02-01,CO-Denver,75.15
1997-02-01,DC-Washington,88.17
1997-02-01,FL-Miami,87.94
1997-02-01,FL-Tampa,88.37
1997-02-01,GA-Atlanta,83.54
1997-02-01,IL-Chicago,85.84
1997-02-01,MA-Boston,73.93
1997-02-01,MI-Detroit,78.91
1997-02-01,MN-Minneapolis,79.59
1997-02-01,NC-Charlotte,89.39
1997-02-01,NV-Las Vegas,91.39
1997-02-01,NY-New York,80.08
1997-02-01,OH-Cleveland,87.62
1997-02-01,OR-Portland,91.68
1997-02-01,TX-Dallas,
1997-02-01,WA-Seattle,75.43
1997-02-01,Composite-10,77.98
1997-02-01,Composite-20,
1997-02-01,National-US,83.63
1997-03-01,AZ-Phoenix,83.39
1997-03-01,CA-Los Angeles,73.98
1997-03-01,CA-San Diego,72.45
1997-03-01,CA-San Francisco,69.78
1997-03-01,CO-Denver,75.69
1997-03-01,DC-Washington,88.47
1997-03-01,FL-Miami,87.93
1997-03-01,FL-Tampa,87.59
1997-03-01,GA-Atlanta,83.78
1997-03-01,IL-Chicago,86.21
1997-03-01,MA-Boston,74.48
