date,city,price
2001-11-01,NC-Charlotte,104.33
2001-11-01,NV-Las Vegas,113.3
2001-11-01,NY-New York,124.74
2001-11-01,OH-Cleveland,106.63
2001-11-01,OR-Portland,108.4
2001-11-01,TX-Dallas,111.3
2001-11-01,WA-Seattle,111.9
2001-11-01,Composite-10,123.78
2001-11-01,Composite-20,120.5
2001-11-01,National-US,115.84
2001-12-01,AZ-Phoenix,111.5
2001-12-01,CA-Los Angeles,120.65
2001-12-01,CA-San Diego,129.31
2001-12-01,CA-San Francisco,125.47
2001-12-01,CO-Denver,121.32
2001-12-01,DC-Washington,125.65
2001-12-01,FL-Miami,124.02
2001-12-01,FL-Tampa,120.21
2001-12-01,GA-Atlanta,111.0
2001-12-01,IL-Chicago,116.88
2001-12-01,MA-Boston,130.06
2001-12-01,MI-Detroit,111.5
2001-12-01,MN-Minneapolis,126.5
2001-12-01,NC-Charlotte,104.05
2001-12-01,NV-Las Vegas,113.32
2001-12-01,NY-New York,124.72
2001-12-01,OH-Cleveland,106.1
2001-12-01,OR-Portland,108.12
2001-12-01,TX-Dallas,111.6
2001-12-01,WA-Seattle,111.5
2001-12-01,Composite-10,123.64
2001-12-01,Composite-20,120.4
2001-12-01,National-US,116.06
2002-01-01,AZ-Phoenix,111.6
2002-01-01,CA-Los Angeles,121.45
2002-01-01,CA-San Diego,128.79
2002-01-01,CA-San Francisco,125.13
2002-01-01,CO-Denver,121.3
2002-01-01,DC-Washington,125.99
2002-01-01,FL-Miami,124.52
2002-01-01,FL-Tampa,120.33
2002-01-01,GA-Atlanta,111.1
2002-01-01,IL-Chicago,116.96
2002-01-01,MA-Boston,129.93
2002-01-01,MI-Detroit,111.3
2002-01-01,MN-Minneapolis,126.1
2002-01-01,NC-Charlotte,104.12
2002-01-01,NV-Las Vegas,113.7
2002-01-01,NY-New York,125.19
2002-01-01,OH-Cleveland,106.21
2002-01-01,OR-Portland,108.13
2002-01-01,TX-Dallas,111.7
2002-01-01,WA-Seattle,111.7
2002-01-01,Composite-10,123.93
2002-01-01,Composite-20,120.6
2002-01-01,National-US,116.44
2002-02-01,AZ-Phoenix,112.0
2002-02-01,CA-Los Angeles,122.26
2002-02-01,CA-San Diego,129.82
2002-02-01,CA-San Francisco,126.06
2002-02-01,CO-Denver,121.21
2002-02-01,DC-Washington,127.19
2002-02-01,FL-Miami,125.06
2002-02-01,FL-Tampa,120.4
2002-02-01,GA-Atlanta,111.6
2002-02-01,IL-Chicago,117.29
2002-02-01,MA-Boston,129.63
2002-02-01,MI-Detroit,111.5
2002-02-01,MN-Minneapolis,125.9
2002-02-01,NC-Charlotte,104.48
2002-02-01,NV-Las Vegas,113.96
2002-02-01,NY-New York,125.4
2002-02-01,OH-Cleveland,106.45
2002-02-01,OR-Portland,108.53
2002-02-01,TX-Dallas,111.4
2002-02-01,WA-Seattle,112.0
2002-02-01,Composite-10,124.45
2002-02-01,Composite-20,121.0
2002-02-01,National-US,116.92
2002-03-01,AZ-Phoenix,112.6
2002-03-01,CA-Los Angeles,124.12
2002-03-01,CA-San Diego,131.76
2002-03-01,CA-San Francisco,128.79
2002-03-01,CO-Denver,122.05
2002-03-01,DC-Washington,128.47
2002-03-01,FL-Miami,126.35
2002-03-01,FL-Tampa,122.07
2002-03-01,GA-Atlanta,112.0
2002-03-01,IL-Chicago,117.66
2002-03-01,MA-Boston,131.21
2002-03-01,MI-Detroit,111.5
2002-03-01,MN-Minneapolis,126.7
2002-03-01,NC-Charlotte,105.17
2002-03-01,NV-Las Vegas,114.32
2002-03-01,NY-New York,126.5
2002-03-01,OH-Cleveland,106.94
2002-03-01,OR-Portland,110.18
2002-03-01,TX-Dallas,112.3
2002-03-01,WA-Seattle,112.7
2002-03-01,Composite-10,125.92
2002-03-01,Composite-20,122.3
2002-03-01,National-US,117.93
2002-04-01,AZ-Phoenix,113.3
2002-04-01,CA-Los Angeles,126.23
2002-04-01,CA-San Diego,135.04
2002-04-01,CA-San Francisco,132.62
2002-04-01,CO-Denver,122.7
2002-04-01,DC-Washington,130.78
2002-04-01,FL-Miami,127.84
2002-04-01,FL-Tampa,123.35
2002-04-01,GA-Atlanta,112.3
2002-04-01,IL-Chicago,118.97
2002-04-01,MA-Boston,133.34
2002-04-01,MI-Detroit,111.5
2002-04-01,MN-Minneapolis,127.5
2002-04-01,NC-Charlotte,105.98
2002-04-01,NV-Las Vegas,114.72
2002-04-01,NY-New York,127.93
2002-04-01,OH-Cleveland,107.82
2002-04-01,OR-Portland,110.65
2002-04-01,TX-Dallas,113.1
2002-04-01,WA-Seattle,113.4
2002-04-01,Composite-10,127.95
2002-04-01,Composite-20,123.9
2002-04-01,National-US,119.21
2002-05-01,AZ-Phoenix,114.0
2002-05-01,CA-Los Angeles,128.73
2002-05-01,CA-San Diego,138.14
2002-05-01,CA-San Francisco,136.07
2002-05-01,CO-Denver,123.95
2002-05-01,DC-Washington,133.4
2002-05-01,FL-Miami,129.83
2002-05-01,FL-Tampa,124.76
2002-05-01,GA-Atlanta,113.0
2002-05-01,IL-Chicago,120.38
2002-05-01,MA-Boston,136.76
2002-05-01,MI-Detroit,112.2
2002-05-01,MN-Minneapolis,129.3
2002-05-01,NC-Charlotte,106.38
2002-05-01,NV-Las Vegas,115.63
2002-05-01,NY-New York,129.89
2002-05-01,OH-Cleveland,108.69
2002-05-01,OR-Portland,111.61
2002-05-01,TX-Dallas,113.8
2002-05-01,WA-Seattle,114.1
2002-05-01,Composite-10,130.33
2002-05-01,Composite-20,125.8
2002-05-01,National-US,120.79
2002-06-01,AZ-Phoenix,114.8
2002-06-01,CA-Los Angeles,131.59
2002-06-01,CA-San Diego,141.41
2002-06-01,CA-San Francisco,139.35
2002-06-01,CO-Denver,124.75
2002-06-01,DC-Washington,135.67
2002-06-01,FL-Miami,131.59
2002-06-01,FL-Tampa,125.7
2002-06-01,GA-Atlanta,113.7
2002-06-01,IL-Chicago,121.56
2002-06-01,MA-Boston,139.56
2002-06-01,MI-Detroit,113.3
2002-06-01,MN-Minneapolis,131.0
2002-06-01,NC-Charlotte,106.86
2002-06-01,NV-Las Vegas,116.7
2002-06-01,NY-New York,132.2
2002-06-01,OH-Cleveland,109.79
2002-06-01,OR-Portland,111.87
2002-06-01,TX-Dallas,113.9
2002-06-01,WA-Seattle,114.8
2002-06-01,Composite-10,132.76
2002-06-01,Composite-20,127.8
2002-06-01,National-US,122.33
2002-07-01,AZ-Phoenix,115.4
2002-07-01,CA-Los Angeles,133.97
2002-07-01,CA-San Diego,144.15
2002-07-01,CA-San Francisco,141.02
2002-07-01,CO-Denver,125.46
2002-07-01,DC-Washington,138.48
2002-07-01,FL-Miami,133.39
2002-07-01,FL-Tampa,127.18
2002-07-01,GA-Atlanta,114.3
2002-07-01,IL-Chicago,122.77
2002-07-01,MA-Boston,141.77
2002-07-01,MI-Detroit,114.4
2002-07-01,MN-Minneapolis,132.7
2002-07-01,NC-Charlotte,106.9
2002-07-01,NV-Las Vegas,117.61
2002-07-01,NY-New York,135.18
2002-07-01,OH-Cleveland,110.25
2002-07-01,OR-Portland,113.06
2002-07-01,TX-Dallas,113.9
2002-07-01,WA-Seattle,115.2
2002-07-01,Composite-10,135.04
2002-07-01,Composite-20,129.6
2002-07-01,National-US,123.69
2002-08-01,AZ-Phoenix,115.9
2002-08-01,CA-Los Angeles,136.59
2002-08-01,CA-San Diego,147.25
2002-08-01,CA-San Francisco,141.93
2002-08-01,CO-Denver,125.55
2002-08-01,DC-Washington,140.68
2002-08-01,FL-Miami,134.91
2002-08-01,FL-Tampa,128.18
2002-08-01,GA-Atlanta,114.6
2002-08-01,IL-Chicago,123.49
2002-08-01,MA-Boston,143.66
2002-08-01,MI-Detroit,115.0
2002-08-01,MN-Minneapolis,134.1
2002-08-01,NC-Charlotte,107.37
2002-08-01,NV-Las Vegas,118.34
2002-08-01,NY-New York,137.74
2002-08-01,OH-Cleveland,110.44
2002-08-01,OR-Portland,112.94
2002-08-01,TX-Dallas,114.4
2002-08-01,WA-Seattle,115.4
2002-08-01,Composite-10,137.04
2002-08-01,Composite-20,131.2
2002-08-01,National-US,124.73
2002-09-01,AZ-Phoenix,116.1
2002-09-01,CA-Los Angeles,138.62
2002-09-01,CA-San Diego,149.54
2002-09-01,CA-San Francisco,142.29
2002-09-01,CO-Denver,125.66
2002-09-01,DC-Washington,142.39
2002-09-01,FL-Miami,136.76
2002-09-01,FL-Tampa,128.9
2002-09-01,GA-Atlanta,114.7
2002-09-01,IL-Chicago,124.07
2002-09-01,MA-Boston,145.85
2002-09-01,MI-Detroit,115.4
2002-09-01,MN-Minneapolis,135.1
2002-09-01,NC-Charlotte,107.57
2002-09-01,NV-Las Vegas,118.91
2002-09-01,NY-New York,139.69
2002-09-01,OH-Cleveland,110.2
2002-09-01,OR-Portland,113.03
2002-09-01,TX-Dallas,114.5
2002-09-01,WA-Seattle,115.6
2002-09-01,Composite-10,138.62
2002-09-01,Composite-20,132.4
2002-09-01,National-US,125.49
2002-10-01,AZ-Phoenix,116.4
2002-10-01,CA-Los Angeles,140.76
2002-10-01,CA-San Diego,151.87
2002-10-01,CA-San Francisco,142.74
2002-10-01,CO-Denver,125.69
2002-10-01,DC-Washington,143.3
2002-10-01,FL-Miami,138.62
2002-10-01,FL-Tampa,129.48
2002-10-01,GA-Atlanta,114.8
2002-10-01,IL-Chicago,124.66
2002-10-01,MA-Boston,147.43
2002-10-01,MI-Detroit,115.5
2002-10-01,MN-Minneapolis,136.5
2002-10-01,NC-Charlotte,107.45
2002-10-01,NV-Las Vegas,119.98
2002-10-01,NY-New York,141.58
2002-10-01,OH-Cleveland,110.16
2002-10-01,OR-Portland,112.86
2002-10-01,TX-Dallas,114.1
2002-10-01,WA-Seattle,115.8
2002-10-01,Composite-10,140.12
2002-10-01,Composite-20,133.5
2002-10-01,National-US,126.14
2002-11-01,AZ-Phoenix,116.5
2002-11-01,CA-Los Angeles,142.07
2002-11-01,CA-San Diego,153.58
2002-11-01,CA-San Francisco,143.06
2002-11-01,CO-Denver,125.84
2002-11-01,DC-Washington,143.77
2002-11-01,FL-Miami,140.09
2002-11-01,FL-Tampa,130.43
2002-11-01,GA-Atlanta,114.9
2002-11-01,IL-Chicago,125.38
2002-11-01,MA-Boston,148.33
2002-11-01,MI-Detroit,116.1
2002-11-01,MN-Minneapolis,137.2
2002-11-01,NC-Charlotte,107.23
2002-11-01,NV-Las Vegas,120.93
2002-11-01,NY-New York,143.29
2002-11-01,OH-Cleveland,109.65
2002-11-01,OR-Portland,113.09
2002-11-01,TX-Dallas,113.8
2002-11-01,WA-Seattle,115.8
2002-11-01,Composite-10,141.26
2002-11-01,Composite-20,134.4
2002-11-01,National-US,126.64
2002-12-01,AZ-Phoenix,116.7
2002-12-01,CA-Los Angeles,143.26
2002-12-01,CA-San Diego,154.43
2002-12-01,CA-San Francisco,142.4
2002-12-01,CO-Denver,125.41
2002-12-01,DC-Washington,144.96
2002-12-01,FL-Miami,141.98
2002-12-01,FL-Tampa,132.18
2002-12-01,GA-Atlanta,114.9
2002-12-01,IL-Chicago,126.27
2002-12-01,MA-Boston,147.28
2002-12-01,MI-Detroit,115.9
2002-12-01,MN-Minneapolis,138.5
2002-12-01,NC-Charlotte,107.18
2002-12-01,NV-Las Vegas,121.73
2002-12-01,NY-New York,145.2
2002-12-01,OH-Cleveland,109.98
2002-12-01,OR-Portland,113.51
2002-12-01,TX-Dallas,113.8
2002-12-01,WA-Seattle,116.1
2002-12-01,Composite-10,142.18
2002-12-01,Composite-20,135.1
2002-12-01,National-US,127.15
2003-01-01,AZ-Phoenix,117.1
2003-01-01,CA-Los Angeles,144.27
2003-01-01,CA-San Diego,155.4
2003-01-01,CA-San Francisco,141.9
2003-01-01,CO-Denver,124.81
2003-01-01,DC-Washington,145.19
2003-01-01,FL-Miami,143.78
2003-01-01,FL-Tampa,133.22
2003-01-01,GA-Atlanta,115.1
2003-01-01,IL-Chicago,126.77
2003-01-01,MA-Boston,146.79
2003-01-01,MI-Detroit,115.5
2003-01-01,MN-Minneapolis,138.5
2003-01-01,NC-Charlotte,107.68
2003-01-01,NV-Las Vegas,121.94
2003-01-01,NY-New York,146.55
2003-01-01,OH-Cleveland,110.15
2003-01-01,OR-Portland,113.69
2003-01-01,TX-Dallas,113.8
2003-01-01,WA-Seattle,115.8
2003-01-01,Composite-10,142.86
2003-01-01,Composite-20,135.6
2003-01-01,National-US,127.65
2003-02-01,AZ-Phoenix,117.7
2003-02-01,CA-Los Angeles,145.3
2003-02-01,CA-San Diego,156.17
2003-02-01,CA-San Francisco,142.19
2003-02-01,CO-Denver,124.33
2003-02-01,DC-Washington,146.01
2003-02-01,FL-Miami,145.46
2003-02-01,FL-Tampa,134.29
2003-02-01,GA-Atlanta,115.2
2003-02-01,IL-Chicago,127.48
2003-02-01,MA-Boston,147.18
2003-02-01,MI-Detroit,114.6
2003-02-01,MN-Minneapolis,138.8
2003-02-01,NC-Charlotte,107.85
2003-02-01,NV-Las Vegas,122.46
2003-02-01,NY-New York,147.3
2003-02-01,OH-Cleveland,110.58
2003-02-01,OR-Portland,114.18
2003-02-01,TX-Dallas,113.3
2003-02-01,WA-Seattle,116.2
2003-02-01,Composite-10,143.59
2003-02-01,Composite-20,136.1
2003-02-01,National-US,128.33
2003-03-01,AZ-Phoenix,118.7
2003-03-01,CA-Los Angeles,147.23
2003-03-01,CA-San Diego,157.75
2003-03-01,CA-San Francisco,143.0
2003-03-01,CO-Denver,124.87
2003-03-01,DC-Washington,146.75
2003-03-01,FL-Miami,147.09
2003-03-01,FL-Tampa,134.56
2003-03-01,GA-Atlanta,115.8
2003-03-01,IL-Chicago,128.26
2003-03-01,MA-Boston,148.99
2003-03-01,MI-Detroit,115.3
2003-03-01,MN-Minneapolis,138.9
2003-03-01,NC-Charlotte,107.8
2003-03-01,NV-Las Vegas,122.94
2003-03-01,NY-New York,148.38
2003-03-01,OH-Cleveland,110.82
2003-03-01,OR-Portland,114.84
2003-03-01,TX-Dallas,112.9
2003-03-01,WA-Seattle,117.0
2003-03-01,Composite-10,144.84
2003-03-01,Composite-20,137.2
2003-03-01,National-US,129.31
2003-04-01,AZ-Phoenix,119.3
2003-04-01,CA-Los Angeles,149.65
2003-04-01,CA-San Diego,160.23
2003-04-01,CA-San Francisco,144.69
2003-04-01,CO-Denver,125.17
2003-04-01,DC-Washington,148.92
2003-04-01,FL-Miami,148.36
2003-04-01,FL-Tampa,136.16
2003-04-01,GA-Atlanta,116.0
2003-04-01,IL-Chicago,129.05
2003-04-01,MA-Boston,150.42
2003-04-01,MI-Detroit,116.3
2003-04-01,MN-Minneapolis,139.7
2003-04-01,NC-Charlotte,107.69
2003-04-01,NV-Las Vegas,124.46
2003-04-01,NY-New York,149.53
2003-04-01,OH-Cleveland,111.88
2003-04-01,OR-Portland,115.86
2003-04-01,TX-Dallas,113.2
2003-04-01,WA-Seattle,118.2
2003-04-01,Composite-10,146.45
2003-04-01,Composite-20,138.5
2003-04-01,National-US,130.49
2003-05-01,AZ-Phoenix,120.0
2003-05-01,CA-Los Angeles,152.27
2003-05-01,CA-San Diego,162.55
2003-05-01,CA-San Francisco,145.53
2003-05-01,CO-Denver,125.67
2003-05-01,DC-Washington,151.53
2003-05-01,FL-Miami,149.75
2003-05-01,FL-Tampa,137.85
2003-05-01,GA-Atlanta,116.8
2003-05-01,IL-Chicago,130.52
2003-05-01,MA-Boston,152.15
2003-05-01,MI-Detroit,117.4
2003-05-01,MN-Minneapolis,141.2
2003-05-01,NC-Charlotte,107.86
2003-05-01,NV-Las Vegas,125.68
2003-05-01,NY-New York,150.88
2003-05-01,OH-Cleveland,113.04
2003-05-01,OR-Portland,116.94
2003-05-01,TX-Dallas,113.9
2003-05-01,WA-Seattle,119.2
2003-05-01,Composite-10,148.17
2003-05-01,Composite-20,140.0
2003-05-01,National-US,131.84
2003-06-01,AZ-Phoenix,120.7
2003-06-01,CA-Los Angeles,154.98
2003-06-01,CA-San Diego,165.26
2003-06-01,CA-San Francisco,146.53
2003-06-01,CO-Denver,125.61
2003-06-01,DC-Washington,154.0
2003-06-01,FL-Miami,150.67
2003-06-01,FL-Tampa,138.7
2003-06-01,GA-Atlanta,117.3
2003-06-01,IL-Chicago,131.43
2003-06-01,MA-Boston,153.3
2003-06-01,MI-Detroit,117.7
2003-06-01,MN-Minneapolis,142.4
2003-06-01,NC-Charlotte,108.75
2003-06-01,NV-Las Vegas,127.38
2003-06-01,NY-New York,151.86
2003-06-01,OH-Cleveland,114.03
2003-06-01,OR-Portland,118.28
2003-06-01,TX-Dallas,114.9
2003-06-01,WA-Seattle,120.1
2003-06-01,Composite-10,149.7
2003-06-01,Composite-20,141.3
2003-06-01,National-US,133.23
2003-07-01,AZ-Phoenix,121.7
2003-07-01,CA-Los Angeles,158.34
2003-07-01,CA-San Diego,167.98
2003-07-01,CA-San Francisco,147.75
2003-07-01,CO-Denver,126.07
2003-07-01,DC-Washington,156.47
2003-07-01,FL-Miami,152.65
2003-07-01,FL-Tampa,139.61
2003-07-01,GA-Atlanta,117.7
2003-07-01,IL-Chicago,132.5
2003-07-01,MA-Boston,154.21
2003-07-01,MI-Detroit,118.1
2003-07-01,MN-Minneapolis,144.3
2003-07-01,NC-Charlotte,109.03
2003-07-01,NV-Las Vegas,129.3
2003-07-01,NY-New York,153.5
2003-07-01,OH-Cleveland,114.71
2003-07-01,OR-Portland,119.21
2003-07-01,TX-Dallas,115.2
2003-07-01,WA-Seattle,120.8
2003-07-01,Composite-10,151.65
2003-07-01,Composite-20,142.9
2003-07-01,National-US,134.65
2003-08-01,AZ-Phoenix,122.8
2003-08-01,CA-Los Angeles,161.89
2003-08-01,CA-San Diego,171.27
2003-08-01,CA-San Francisco,148.72
2003-08-01,CO-Denver,126.72
2003-08-01,DC-Washington,158.7
2003-08-01,FL-Miami,155.07
2003-08-01,FL-Tampa,140.14
2003-08-01,GA-Atlanta,118.1
2003-08-01,IL-Chicago,133.01
2003-08-01,MA-Boston,154.97
2003-08-01,MI-Detroit,118.3
2003-08-01,MN-Minneapolis,145.7
2003-08-01,NC-Charlotte,109.46
2003-08-01,NV-Las Vegas,131.85
2003-08-01,NY-New York,155.14
2003-08-01,OH-Cleveland,115.55
2003-08-01,OR-Portland,119.95
2003-08-01,TX-Dallas,115.3
2003-08-01,WA-Seattle,121.8
2003-08-01,Composite-10,153.61
2003-08-01,Composite-20,144.5
2003-08-01,National-US,135.97
2003-09-01,AZ-Phoenix,123.8
2003-09-01,CA-Los Angeles,165.29
2003-09-01,CA-San Diego,175.03
2003-09-01,CA-San Francisco,150.25
2003-09-01,CO-Denver,126.94
2003-09-01,DC-Washington,161.01
2003-09-01,FL-Miami,157.28
2003-09-01,FL-Tampa,142.36
2003-09-01,GA-Atlanta,118.5
2003-09-01,IL-Chicago,133.94
2003-09-01,MA-Boston,156.38
2003-09-01,MI-Detroit,118.8
2003-09-01,MN-Minneapolis,147.4
2003-09-01,NC-Charlotte,109.24
2003-09-01,NV-Las Vegas,134.16
2003-09-01,NY-New York,157.1
2003-09-01,OH-Cleveland,116.08
2003-09-01,OR-Portland,120.49
2003-09-01,TX-Dallas,115.2
2003-09-01,WA-Seattle,122.4
2003-09-01,Composite-10,155.77
2003-09-01,Composite-20,146.2
2003-09-01,National-US,137.08
2003-10-01,AZ-Phoenix,124.7
2003-10-01,CA-Los Angeles,168.4
2003-10-01,CA-San Diego,178.7
2003-10-01,CA-San Francisco,151.75
2003-10-01,CO-Denver,127.05
2003-10-01,DC-Washington,162.65
2003-10-01,FL-Miami,159.59
2003-10-01,FL-Tampa,143.73
2003-10-01,GA-Atlanta,118.4
2003-10-01,IL-Chicago,134.87
2003-10-01,MA-Boston,157.63
2003-10-01,MI-Detroit,119.5
2003-10-01,MN-Minneapolis,148.4
2003-10-01,NC-Charlotte,110.18
2003-10-01,NV-Las Vegas,136.77
2003-10-01,NY-New York,158.73
2003-10-01,OH-Cleveland,116.46
2003-10-01,OR-Portland,121.03
2003-10-01,TX-Dallas,114.8
2003-10-01,WA-Seattle,123.4
2003-10-01,Composite-10,157.71
2003-10-01,Composite-20,147.8
2003-10-01,National-US,137.98
2003-11-01,AZ-Phoenix,125.5
2003-11-01,CA-Los Angeles,171.11
2003-11-01,CA-San Diego,181.79
2003-11-01,CA-San Francisco,153.36
2003-11-01,CO-Denver,127.08
2003-11-01,DC-Washington,164.14
2003-11-01,FL-Miami,161.11
2003-11-01,FL-Tampa,145.27
2003-11-01,GA-Atlanta,118.4
2003-11-01,IL-Chicago,135.91
2003-11-01,MA-Boston,158.63
2003-11-01,MI-Detroit,119.8
2003-11-01,MN-Minneapolis,149.3
2003-11-01,NC-Charlotte,110.53
2003-11-01,NV-Las Vegas,139.16
2003-11-01,NY-New York,160.59
2003-11-01,OH-Cleveland,116.12
2003-11-01,OR-Portland,121.66
2003-11-01,TX-Dallas,114.5
2003-11-01,WA-Seattle,123.5
2003-11-01,Composite-10,159.55
2003-11-01,Composite-20,149.2
2003-11-01,National-US,138.77
2003-12-01,AZ-Phoenix,126.3
2003-12-01,CA-Los Angeles,173.98
2003-12-01,CA-San Diego,184.11
2003-12-01,CA-San Francisco,154.62
2003-12-01,CO-Denver,126.98
2003-12-01,DC-Washington,165.79
2003-12-01,FL-Miami,162.93
2003-12-01,FL-Tampa,145.61
2003-12-01,GA-Atlanta,118.3
2003-12-01,IL-Chicago,137.09
2003-12-01,MA-Boston,158.58
2003-12-01,MI-Detroit,119.8
2003-12-01,MN-Minneapolis,149.4
2003-12-01,NC-Charlotte,110.65
2003-12-01,NV-Las Vegas,142.69
2003-12-01,NY-New York,162.31
2003-12-01,OH-Cleveland,116.14
2003-12-01,OR-Portland,122.1
2003-12-01,TX-Dallas,114.0
2003-12-01,WA-Seattle,124.3
2003-12-01,Composite-10,161.27
2003-12-01,Composite-20,150.4
2003-12-01,National-US,139.63
2004-01-01,AZ-Phoenix,126.6
2004-01-01,CA-Los Angeles,177.01
2004-01-01,CA-San Diego,186.33
2004-01-01,CA-San Francisco,155.93
2004-01-01,CO-Denver,127.2
2004-01-01,DC-Washington,167.79
2004-01-01,FL-Miami,164.82
2004-01-01,FL-Tampa,147.9
2004-01-01,GA-Atlanta,118.6
2004-01-01,IL-Chicago,137.65
2004-01-01,MA-Boston,158.54
2004-01-01,MI-Detroit,119.5
2004-01-01,MN-Minneapolis,149.7
2004-01-01,NC-Charlotte,109.75
2004-01-01,NV-Las Vegas,145.95
2004-01-01,NY-New York,163.63
2004-01-01,OH-Cleveland,115.62
2004-01-01,OR-Portland,122.06
2004-01-01,TX-Dallas,114.0
2004-01-01,WA-Seattle,124.4
2004-01-01,Composite-10,162.9
2004-01-01,Composite-20,151.6
2004-01-01,National-US,140.71
2004-02-01,AZ-Phoenix,127.2
2004-02-01,CA-Los Angeles,180.49
2004-02-01,CA-San Diego,189.89
2004-02-01,CA-San Francisco,158.11
2004-02-01,CO-Denver,127.21
2004-02-01,DC-Washington,169.51
2004-02-01,FL-Miami,166.65
2004-02-01,FL-Tampa,149.04
2004-02-01,GA-Atlanta,118.6
2004-02-01,IL-Chicago,138.1
2004-02-01,MA-Boston,159.19
2004-02-01,MI-Detroit,119.3
2004-02-01,MN-Minneapolis,149.9
2004-02-01,NC-Charlotte,109.63
2004-02-01,NV-Las Vegas,149.93
2004-02-01,NY-New York,164.92
2004-02-01,OH-Cleveland,115.47
2004-02-01,OR-Portland,122.41
2004-02-01,TX-Dallas,113.8
2004-02-01,WA-Seattle,125.2
2004-02-01,Composite-10,164.82
2004-02-01,Composite-20,153.1
2004-02-01,National-US,142.04
2004-03-01,AZ-Phoenix,128.5
2004-03-01,CA-Los Angeles,186.55
2004-03-01,CA-San Diego,196.4
2004-03-01,CA-San Francisco,160.9
2004-03-01,CO-Denver,127.73
2004-03-01,DC-Washington,172.3
2004-03-01,FL-Miami,170.0
2004-03-01,FL-Tampa,151.56
2004-03-01,GA-Atlanta,119.0
2004-03-01,IL-Chicago,138.08
2004-03-01,MA-Boston,161.1
2004-03-01,MI-Detroit,119.9
2004-03-01,MN-Minneapolis,150.7
2004-03-01,NC-Charlotte,110.42
2004-03-01,NV-Las Vegas,157.87
2004-03-01,NY-New York,166.61
2004-03-01,OH-Cleveland,115.59
2004-03-01,OR-Portland,122.75
2004-03-01,TX-Dallas,113.2
2004-03-01,WA-Seattle,126.3
2004-03-01,Composite-10,167.91
2004-03-01,Composite-20,155.4
2004-03-01,National-US,144.09
2004-04-01,AZ-Phoenix,130.1
2004-04-01,CA-Los Angeles,193.22
2004-04-01,CA-San Diego,203.64
2004-04-01,CA-San Francisco,164.65
2004-04-01,CO-Denver,128.34
2004-04-01,DC-Washington,176.62
2004-04-01,FL-Miami,172.61
2004-04-01,FL-Tampa,152.53
2004-04-01,GA-Atlanta,120.1
2004-04-01,IL-Chicago,139.26
2004-04-01,MA-Boston,164.29
2004-04-01,MI-Detroit,120.4
2004-04-01,MN-Minneapolis,152.2
2004-04-01,NC-Charlotte,111.66
2004-04-01,NV-Las Vegas,166.32
2004-04-01,NY-New York,168.3
2004-04-01,OH-Cleveland,117.05
2004-04-01,OR-Portland,124.97
2004-04-01,TX-Dallas,114.2
2004-04-01,WA-Seattle,128.2
2004-04-01,Composite-10,171.58
2004-04-01,Composite-20,158.4
2004-04-01,National-US,146.18
2004-05-01,AZ-Phoenix,131.9
2004-05-01,CA-Los Angeles,199.58
2004-05-01,CA-San Diego,210.94
2004-05-01,CA-San Francisco,167.76
2004-05-01,CO-Denver,129.12
2004-05-01,DC-Washington,182.19
2004-05-01,FL-Miami,176.4
2004-05-01,FL-Tampa,154.96
2004-05-01,GA-Atlanta,120.8
2004-05-01,IL-Chicago,141.28
2004-05-01,MA-Boston,166.59
2004-05-01,MI-Detroit,121.3
2004-05-01,MN-Minneapolis,153.7
2004-05-01,NC-Charlotte,112.58
2004-05-01,NV-Las Vegas,174.98
2004-05-01,NY-New York,170.52
2004-05-01,OH-Cleveland,117.9
2004-05-01,OR-Portland,126.56
2004-05-01,TX-Dallas,115.3
2004-05-01,WA-Seattle,130.1
2004-05-01,Composite-10,175.43
2004-05-01,Composite-20,161.6
2004-05-01,National-US,148.33
2004-06-01,AZ-Phoenix,134.0
2004-06-01,CA-Los Angeles,206.38
2004-06-01,CA-San Diego,218.18
2004-06-01,CA-San Francisco,171.51
2004-06-01,CO-Denver,130.45
2004-06-01,DC-Washington,188.02
2004-06-01,FL-Miami,179.64
2004-06-01,FL-Tampa,157.77
2004-06-01,GA-Atlanta,121.4
2004-06-01,IL-Chicago,142.57
2004-06-01,MA-Boston,168.57
2004-06-01,MI-Detroit,121.6
2004-06-01,MN-Minneapolis,155.9
2004-06-01,NC-Charlotte,113.46
2004-06-01,NV-Las Vegas,185.55
2004-06-01,NY-New York,172.9
2004-06-01,OH-Cleveland,118.63
2004-06-01,OR-Portland,128.19
2004-06-01,TX-Dallas,116.4
2004-06-01,WA-Seattle,131.9
2004-06-01,Composite-10,179.45
2004-06-01,Composite-20,164.8
2004-06-01,National-US,150.52
2004-07-01,AZ-Phoenix,136.4
2004-07-01,CA-Los Angeles,211.08
2004-07-01,CA-San Diego,224.22
2004-07-01,CA-San Francisco,173.85
2004-07-01,CO-Denver,131.1
2004-07-01,DC-Washington,192.08
2004-07-01,FL-Miami,183.12
2004-07-01,FL-Tampa,160.22
2004-07-01,GA-Atlanta,122.2
2004-07-01,IL-Chicago,143.96
2004-07-01,MA-Boston,169.69
2004-07-01,MI-Detroit,122.0
2004-07-01,MN-Minneapolis,157.1
2004-07-01,NC-Charlotte,113.82
2004-07-01,NV-Las Vegas,195.03
2004-07-01,NY-New York,175.74
2004-07-01,OH-Cleveland,119.02
2004-07-01,OR-Portland,129.53
